lng,lat
-122.464204,37.762342
-122.487472,37.755571
-122.463319,37.76593
-122.461148,37.70918
-122.466584,37.765843
-122.461979,37.764115
-122.484967,37.753976
-122.460097,37.76522
-122.468417,37.764074
-122.488186,37.7536
-122.490218,37.751662
-122.462774,37.760348
-122.452437,37.708238
-122.447755,37.709008
-122.462046,37.765105
-122.464062,37.760479
-122.458949,37.764454
-122.487929,37.749896
-122.463001,37.76039
-122.461071,37.709121
-122.446582,37.708698
-122.486129,37.751884
-122.48178,37.753891
-122.485149,37.754001
-122.457864,37.764507
-122.460107,37.766094
-122.490184,37.751842
-122.487132,37.753655
-122.460974,37.765136
-122.461155,37.765172
-122.482848,37.753844
-122.463321,37.765077
-122.480732,37.752304
-122.481842,37.752076
-122.46004,37.764403
-122.454495,37.710306
-122.463255,37.764262
-122.490411,37.751694
-122.462634,37.70974
-122.463181,37.765936
-122.482979,37.755728
-122.485018,37.752115
-122.461797,37.762455
-122.457975,37.766014
-122.461106,37.764202
-122.464527,37.709609
-122.45385,37.709776
-122.466992,37.708318
-122.484247,37.755713
-122.468724,37.765749
-122.487156,37.752015
-122.458887,37.708588
-122.461928,37.760435
-122.463127,37.709615
-122.483172,37.755761
-122.48596,37.750201
-122.481496,37.750359
-122.464324,37.709724
-122.487003,37.751804
-122.461038,37.76604
-122.469378,37.708726
-122.459028,37.765268
-122.462248,37.765978
-122.454644,37.710103
-122.480863,37.75419
-122.463119,37.765041
-122.462922,37.762228
-122.460693,37.709758
-122.481962,37.753916
-122.488117,37.750106
-122.461175,37.766025
-122.460043,37.765185
-122.460945,37.762728
-122.454465,37.708294
-122.454687,37.710413
-122.45059,37.709444
-122.470479,37.708761
-122.486179,37.755769
-122.461114,37.765139
-122.461858,37.760397
-122.457909,37.765441
-122.451078,37.709457
-122.463982,37.762184
-122.454431,37.710209
-122.450133,37.709775
-122.485317,37.755666
-122.485103,37.755815
-122.463189,37.764069
-122.481805,37.752254
-122.462179,37.764155
-122.444776,37.708285
-122.487893,37.750075
-122.463256,37.765018
-122.469368,37.708641
-122.485124,37.755633
-122.463051,37.764067
-122.48917,37.750059
-122.456786,37.709933
-122.463104,37.762252
-122.488151,37.753835
-122.485289,37.755848
-122.398497,37.792231
-122.454058,37.709693
-122.461916,37.760573
-122.482822,37.754071
-122.480578,37.752091
-122.457952,37.765315
-122.459027,37.70852
-122.461793,37.708649
-122.486833,37.750121
-122.481755,37.754118
-122.465458,37.709433
-122.462187,37.765092
-122.484119,37.753826
-122.453222,37.709273
-122.489209,37.749879
-122.485175,37.753774
-122.461164,37.765256
-122.461847,37.762255
-122.462179,37.764309
-122.486,37.750021
-122.489146,37.751709
-122.459967,37.766088
-122.445984,37.708259
-122.484054,37.75568
-122.463374,37.765974
-122.462004,37.762478
-122.487288,37.753906
-122.488246,37.751969
-122.464432,37.709424
-122.486391,37.755618
-122.462059,37.762298
-122.461223,37.766079
-122.486985,37.751987
-122.481937,37.754143
-122.464063,37.760341
-122.462226,37.765124
-122.459114,37.76618
-73.87058883,40.77029442
-122.3187633,47.60620452
-122.3979047,37.6324471
-122.3009007,47.66494411
-122.2976415,47.41202924
-122.1982027,47.61226912
-122.3512007,47.61276858
-73.98121141,40.76268032
-73.97550635,40.76450972
-73.98367502,40.76705921
-73.97732221,40.76349955
-73.98380443,40.76800483
-73.98742408,40.76864116
-73.98279928,40.76498103
-73.97731349,40.76266306
-73.98207441,40.76386421
-73.97868209,40.76160613
-73.98382589,40.76459758
-73.98089692,40.7625498
-73.98295216,40.76259703
-73.98553647,40.76308613
-73.98667037,40.76252948
-73.98844063,40.76246346
-73.9863646,40.76156651
-73.98602396,40.76062181
-73.97969261,40.76709476
-73.98000509,40.76462247
-122.4071594,37.64592687
-122.3172745,47.59310804
-122.3149706,47.61360638
-122.3322031,47.60637824
-122.3353245,47.60802995
-122.3332273,47.60890814
-122.326922,47.60288176
-122.3369233,47.60637452
-122.3280739,47.60751271
-122.3308894,47.6196709
-122.3252561,47.63442175
-122.3289401,47.58872543
-122.3187999,47.65812181
-122.3177704,47.65902436
-122.3170057,47.65284994
-122.313284,47.65092953
-122.3120764,47.65878251
-122.1989255,47.61439336
-122.1984842,47.61737668
-122.1982214,47.6130151
-122.3998121,47.66744271
-122.3288509,47.59752537
-122.3315308,47.59249949
-122.3315964,47.59743986
-122.3276827,47.60020995
-122.3276813,47.59963181
-122.3341657,47.57862171
-122.3189367,47.61409006
-122.3945215,37.79156258
-122.3975109,37.79101129
-122.3977281,37.79129372
-73.87069836,40.77035359
-122.411443,37.634548
-122.3437969,37.58930687
-122.3454612,37.58982121
-122.397733,37.639068
-122.3777416,37.60406625
-121.9057042,37.3622069
-121.928581,37.35464975
-121.9222996,37.37080933
-122.2952919,47.43308522
-122.2970715,47.41695924
-122.295536,47.43330929
-122.292817,47.45731907
-122.2954059,47.43056589
-122.296687,47.420735
-122.3241967,47.43919661
-122.2821386,47.4568434
-122.291302,47.445244
-122.2916009,47.46517581
-122.296413,47.44770076
-122.2927237,47.45784117
-122.2871268,47.46016066
-122.2955714,47.44392028
-122.295744,47.439144
-122.299008,47.42273243
-122.2987254,47.45093558
-122.2950871,47.45171444
-122.2950155,47.450665
-122.297451,47.442706
-122.297885,47.402252
-122.2839193,47.47830558
-122.283521,47.47659153
-122.3981881,37.78927106
-122.3984516,37.79050363
-122.3996922,37.79127246
-122.3996935,37.7918072
-122.4002843,37.79221204
-122.4011607,37.79113687
-122.3547355,47.65146271
-122.3453297,47.64893126
-122.3562394,47.6395891
-122.3712832,47.62886356
-122.3606232,47.62484181
-122.3580273,47.62355181
-122.3593354,47.62412271
-122.363809,47.62221226
-122.3271071,47.67834345
-122.3539829,47.66519541
-122.3500938,47.6653791
-122.3866094,47.67018361
-122.3860154,47.66946271
-122.383962,47.66946361
-122.3854767,47.66946361
-122.3961103,47.66750993
-122.381284,47.66830277
-122.3873326,47.66087142
-122.3499906,47.64870175
-122.3998638,37.78961073
-122.3130651,47.6639058
-122.3119788,47.66164265
-122.3141761,47.66217548
-122.3142527,47.66225548
-122.3399672,47.6113489
-122.3207341,47.66171722
-122.318416,47.66164723
-122.318114,47.6631191
-122.3132021,47.65911813
-122.3177734,47.65918819
-122.3168994,47.65731452
-122.339685,47.6140652
-122.3399199,47.61411502
-122.3423173,47.61207893
-122.3407772,47.61352441
-122.3413649,47.61150258
-122.33293,47.60945
-122.332254,47.60873712
-122.33308,47.60896
-122.3324713,47.60824629
-122.3353976,47.60799819
-122.3329205,47.60705569
-122.3336144,47.60588691
-122.3344594,47.60544452
-122.3348113,47.60529452
-122.3351074,47.60616638
-122.335998,47.60676543
-122.3507928,47.61355899
-122.3500508,47.61549362
-122.3468607,47.61590994
-122.3490713,47.61489441
-122.3491882,47.61436353
-122.3474038,47.61446638
-122.346885,47.613605
-122.3484961,47.61338712
-122.3483054,47.61326531
-122.3497846,47.61204899
-122.3442514,47.61553924
-122.3440312,47.61428989
-122.3458166,47.61144532
-122.3447818,47.61293452
-122.3475695,47.61077921
-122.3475507,47.61078723
-122.3452651,47.61083627
-122.3364351,47.60488908
-122.33455,47.6054
-122.33519,47.60354
-122.33464,47.60296
-122.3342833,47.60353696
-122.3357136,47.60175809
-122.3342427,47.60235729
-122.3329605,47.60213888
-122.3325467,47.60328819
-122.3335835,47.6058091
-122.331138,47.60682729
-122.33193,47.605
-122.3311328,47.60408644
-122.3323339,47.60435473
-122.3606494,47.62379904
-122.3291143,47.60195197
-122.3302912,47.60122617
-122.3342646,47.59978452
-122.3353735,47.59921633
-122.3309371,47.59830436
-122.32899,47.60071989
-122.32635,47.60051
-122.3263815,47.59884
-122.326378,47.59867995
-122.3270032,47.59835271
-122.3341345,47.59428995
-122.3351661,47.59034512
-122.3263854,47.59647904
-122.3263767,47.59685266
-122.3250874,47.59649904
-122.3250848,47.59684085
-122.328984,47.593464
-122.3332552,47.5875
-122.3338334,47.58821294
-122.3351179,47.58597
-122.3342376,47.58439181
-122.2983434,47.57591162
-122.3200292,47.6063809
-122.3162746,47.60922723
-122.3158507,47.61042351
-122.3155466,47.61561358
-122.314238,47.61463181
-122.3126774,47.62145852
-122.3209453,47.62443442
-122.3198855,47.62496218
-122.3213561,47.62108
-122.323436,47.6190209
-122.3234306,47.61700181
-122.3181201,47.61241
-122.3207955,47.61322915
-122.3222278,47.61557994
-122.3208062,47.61490989
-122.3194513,47.6149209
-122.3195479,47.62026904
-122.3304194,47.61914718
-122.330414,47.62043723
-122.3853208,47.58167538
-122.3864269,47.58346211
-122.3853841,47.56039452
-122.3855334,47.55963362
-122.3881567,47.56080086
-122.3454512,47.61278808
-122.3433613,47.61151627
-121.9072051,37.3516843
-121.8703797,37.32065604
-121.9222147,37.33473972
-122.3987007,37.79526524
-122.037015,37.371845
-122.0385563,37.37146609
-122.039395,37.37120853
-122.0392895,37.37072393
-122.03205,37.37786744
-122.0301649,37.37778059
-122.0309166,37.37802836
-122.083214,37.422984
-122.266406,37.796563
-122.2647526,37.79669663
-122.4452059,37.77604155
-122.4275932,37.76870741
-121.879933,37.33349425
-122.0312123,37.37703917
-121.9218727,37.33438943
-121.9296861,37.37022188
-121.9245251,37.3662369
-122.195558,47.61754301
-122.400777,37.790901
-122.397376,37.79276
-122.397516,37.79445
-122.400327,37.795463
-122.400713,37.791403
-122.398997,37.792323
-122.397519,37.79267
-122.397732,37.794556
-122.401612,37.794393
-122.398931,37.793688
-122.397079,37.796433
-122.401424,37.794089
-122.396778,37.796488
-122.400105,37.794305
-122.398082,37.795448
-122.402267,37.791908
-122.401702,37.794782
-122.395543,37.792231
-122.40134,37.794445
-122.402348,37.794853
-122.400592,37.795456
-122.400067,37.793339
-122.396723,37.795942
-122.396954,37.795494
-122.398808,37.796045
-122.399906,37.793343
-122.401112,37.793998
-122.400895,37.79228
-122.401384,37.793501
-122.401045,37.794813
-122.396718,37.794671
-122.39763,37.792593
-122.398948,37.790937
-122.400447,37.796044
-122.401592,37.794951
-122.401783,37.79587
-122.397247,37.792201
-122.401044,37.792242
-122.398919,37.794467
-122.396538,37.793787
-122.396918,37.792139
-122.398687,37.792501
-122.400443,37.79511
-122.401441,37.794957
-122.398541,37.79256
-122.396673,37.796322
-122.398774,37.792435
-122.397769,37.793892
-122.396477,37.794725
-122.397736,37.791193
-122.401868,37.795662
-122.397795,37.796221
-122.401136,37.795752
-122.398696,37.794298
-122.398557,37.791861
-122.396902,37.795577
-122.39838,37.796206
-122.397565,37.793679
-122.400851,37.791297
-122.397226,37.796353
-122.399255,37.795989
-122.399623,37.796058
-122.402825,37.793782
-122.401096,37.793258
-122.400491,37.795035
-122.399738,37.796879
-122.398034,37.792438
-122.398837,37.794001
-122.399326,37.79524
-122.403052,37.793882
-122.39909,37.79443
-122.399914,37.794141
-122.402344,37.791981
-122.400247,37.794216
-122.399004,37.790818
-122.402863,37.792973
-122.397914,37.794576
-122.401322,37.793593
-122.398145,37.795392
-122.1937803,47.61579102
-122.4330508,37.78494522
-122.1936522,47.6165712
-122.1937488,47.61432013
-122.1990998,47.61795434
-122.1935302,47.61128872
-122.2003,47.6166505
-122.4020753,37.79480989
-122.399599,37.78979461
-122.4037852,37.79500889
-122.4588476,37.7643703
-122.4407333,37.78511798
-122.4495169,37.78613229
-122.3996744,37.79169702
-122.4039187,37.79547189
-121.938007,37.349906
-121.9285868,37.35464831
-121.9369045,37.35323116
-121.9259738,37.35155362
-121.934596,37.35023345
-122.3974612,37.79293322
-122.39866,37.79266
-122.398693,37.79284155
-122.3987189,37.79294115
-122.4029242,37.79093339
-122.4017233,37.79349173
-122.400261,37.794466
-122.4007265,37.79496265
-122.3991428,37.7950047
-122.3979379,37.79505681
-122.3960611,37.79560171
-121.9677648,37.35224323
-121.9718504,37.35923703
-122.3946111,37.79297701
-122.397211,37.79454724
-122.4018313,37.79642664
-122.4318123,37.78150895
-122.4325982,37.78236273
-122.4379733,37.77310417
-122.435558,37.7682929
-122.4013451,37.70960228
-122.4523942,37.72732165
-122.4614038,37.76055033
-122.4531928,37.76729213
-122.4530963,37.76924171
-122.4407689,37.78229649
-122.4405449,37.78418368
-122.4518102,37.78703477
-122.439006,37.78347778
-122.4382409,37.78377667
-122.4530071,37.7743932
-122.4654298,37.78189159
-122.4751514,37.78093181
-122.4577385,37.78591449
-122.4567769,37.78630876
-73.98738585,40.76691955
-122.4817239,37.69801155
-122.4733739,37.69110382
-122.4710271,37.69099929
-122.4712548,37.69328261
-122.4681542,37.70762407
-122.4678464,37.70612963
-122.4688221,37.70668825
-122.467029,37.685484
-73.98540303,40.76117492
-73.98717664,40.76191696
-122.3228516,37.56311451
-122.337701,37.53413392
-122.3364571,37.53320835
-122.298059,37.53133
-73.98427986,40.76560774
-73.9802371,40.76310187
-73.98732685,40.76280476
-73.985283,40.76439697
-122.2316873,47.58849012
-122.1905905,47.58611392
-73.97560693,40.76366867
-73.98549154,40.76040088
-73.98515962,40.76679868
-73.9776662,40.76283371
-73.98249082,40.76568443
-73.97765078,40.76540561
-73.98511067,40.76267982
-73.97723772,40.76523141
-73.9874804,40.76286621
-73.98716524,40.76436955
-73.98398146,40.76302467
-73.9799592,40.76298594
-73.97715457,40.76261328
-73.98620434,40.76812468
-73.97972479,40.76710999
-122.0789617,37.394887
-122.080395,37.393736
-122.0806588,37.39228774
-122.0774576,37.39403302
-122.0783682,37.39356847
-122.0788591,37.3917763
-122.0799346,37.39001339
-122.0774925,37.39397335
-122.0779672,37.39186793
-122.0815346,37.39414702
-122.0822521,37.39072836
-122.4680409,37.77329604
-122.163383,37.44508058
-122.1626687,37.44365825
-122.162599,37.44357094
-122.1636719,37.44523197
-122.162379,37.44444192
-122.161624,37.44492745
-122.1603446,37.44415657
-122.1622396,37.44736676
-122.1623187,37.4463393
-122.1618801,37.44703563
-122.1595117,37.44596771
-122.1612512,37.44833672
-122.1585073,37.44788904
-122.1576355,37.44920871
-122.1620344,37.43320892
-122.1609303,37.43282615
-122.1724105,37.4322409
-122.1593981,37.42793829
-122.1737874,37.43402651
-122.1736175,37.43058171
-122.1750448,37.43738829
-122.1740603,37.43730464
-122.1703476,37.44084061
-122.3102517,47.60622007
-122.3116111,47.60719649
-122.1420264,37.42917738
-122.1642713,37.44282666
-122.142319,37.42332459
-122.1594326,37.44938651
-122.2344956,37.48730117
-122.2275436,37.48442484
-122.2269464,37.48413478
-122.2273887,37.48647971
-122.2273705,37.48761436
-122.1650074,37.42941884
-122.2537573,37.48141284
-122.2330378,37.48523297
-122.3207874,47.61264655
-122.3265705,47.60676795
-122.346964,47.64872458
-122.3545034,47.6520191
-122.3506513,47.64656711
-122.3149327,47.61761904
-122.3089773,47.59973011
-122.321509,47.6231401
-122.176461,37.433133
-122.3430704,47.61427129
-122.3304307,47.61931452
-122.3315465,47.59986718
-122.3298052,47.62203876
-122.3023807,47.59867718
-122.2931513,47.56293338
-122.3762443,47.635978
-122.3147967,47.61528181
-122.3304994,47.60869803
-122.32077,47.61202
-122.3288027,47.60829819
-122.3181861,47.61699079
-122.3252505,47.63441361
-122.3285136,47.60694868
-122.3478239,47.61238819
-122.3341562,47.586649
-122.3297886,47.62314737
-122.3142773,47.61662542
-122.3184093,47.66179735
-122.3372441,47.66148568
-122.3173479,47.6826216
-122.3403085,47.61206899
-122.3283412,47.60779457
-122.3799511,47.6553009
-122.383903,47.66582319
-122.34482,47.61647994
-122.3208471,47.61792169
-122.3208462,47.61774706
-122.3467745,47.61169049
-122.3451199,47.61094942
-122.3291135,47.60472367
-122.330038,47.60532808
-122.3284616,47.60458628
-122.3270149,47.60080013
-122.32636,47.6007
-122.37491,47.65481
-122.2990106,47.41547337
-122.3297719,47.62266321
-122.350848,47.61307622
-122.3276639,47.60021356
-122.db_port997,47.60938914
-122.3200263,47.61573488
-122.3339339,47.60467119
-122.3331894,47.60399995
-122.3341738,47.57661267
-122.3341527,47.59313809
-122.3342616,47.58078266
-122.330943,47.60494478
-122.3324023,47.60215981
-122.3244361,47.60321904
-122.3338957,47.49806185
-122.25041,47.50196
-122.3436713,47.51736784
-122.364542,47.57330543
-122.32357,47.72578
-122.320074,47.6764309
-122.3285,47.70263
-122.2990617,47.7197214
-122.32362,47.73579
-122.3578658,47.51720764
-122.3359274,47.52013266
-122.2957464,47.43643959
-122.2979821,47.4339171
-122.20786,47.71039
-122.1856378,47.66705279
-122.1876884,47.71726906
-122.1970426,47.72916789
-122.1959978,47.64324122
-122.18786,47.67890168
-122.3357452,47.60688
-122.1233726,47.67663807
-122.101285,47.67312883
-122.1376973,47.63225365
-122.1312882,47.70399933
-122.3327087,47.60754271
-122.3992198,37.79007581
-122.3998759,37.79279439
-122.3998423,37.7925278
-122.3985422,37.79207162
-122.32681,47.60668
-122.3276551,47.60148181
-73.98689434,40.76754624
-122.387563,47.634654
-122.3975511,37.79108918
-122.3304428,47.62164819
-122.3598589,47.62212627
-122.1626419,37.44556843
-122.332424,47.598292
-122.333186,47.603946
-122.2847414,37.87416583
-122.3000119,37.9031556
-121.8992094,37.4137407
-121.9150046,37.41321416
-122.17656,37.435966
-122.1627733,37.44269356
-122.1641506,37.44456969
-122.1589673,37.44516596
-122.1590719,37.44530118
-122.0761581,37.39390516
-122.1697789,37.44190385
-122.1708575,37.44035739
-122.1730985,37.44149248
-122.1731266,37.4428405
-122.1731132,37.44368913
-121.9461554,37.32418187
-122.1720296,37.44545024
-122.1708548,37.44452071
-122.1703237,37.44413421
-122.1693715,37.44290972
-122.4112847,37.65647982
-73.982576,40.763842
-122.3181671,47.61584978
-122.1960954,47.61451411
-122.1962339,47.61283202
-122.2065309,47.61743182
-122.1963304,47.61472425
-122.2001606,47.61931936
-122.1991159,47.61884567
-122.2033189,47.62100886
-122.1953823,47.61198941
-122.1990475,47.61795162
-122.3840247,37.60052384
-122.4063742,37.62102689
-122.4182193,37.63935788
-122.406102,37.655647
-121.9195544,37.36240426
-121.921241,37.362649
-121.9225067,37.36379956
-121.932426,37.373739
-121.9234525,37.36851301
-121.9086702,37.36226546
-122.4379271,37.7843363
-122.435571,37.7848854
-122.4404997,37.78518729
-122.332752,47.605224
-122.332984,47.601303
-122.349246,47.614252
-122.313196,47.656971
-122.349682,47.612967
-122.324718,47.68064
-122.332848,47.602712
-122.325009,47.598018
-122.325013,47.598574
-122.328625,47.606846
-122.342099,47.613332
-122.313862,47.663054
-122.319845,47.611766
-122.321396,47.625518
-122.316888,47.606854
-122.327398,47.59841
-122.34597,47.612108
-122.330149,47.599714
-122.3315,47.599603
-122.331686,47.599527
-122.331677,47.600658
-122.348166,47.615449
-122.333796,47.609993
-122.327608,47.598075
-122.341978,47.615299
-122.336306,47.606705
-122.309605,47.607972
-122.356407,47.620979
-122.342394,47.611187
-122.33047,47.619195
-122.327395,47.597569
-122.333646,47.600933
